"Jahr","Partei","ParteiNr","Wahlkreis","WahlkreisSort","Stimmenanteil"
1958,"Demokraten",9,"Kreis 6",4,5.5
1958,"LDU",15,"Kreis 6",4,18.5
1962,"SP",1,"Kreis 6",4,22.9
1962,"BGB/SVP",2,"Kreis 6",4,6.6
1962,"FDP",3,"Kreis 6",4,26.7
1962,"GPS",4,"Kreis 6",4,
1962,"GLP",5,"Kreis 6",4,
1962,"CVP/Die Mitte",6,"Kreis 6",4,15.1
1962,"AL",7,"Kreis 6",4,
1962,"EVP",8,"Kreis 6",4,7.3
1962,"Demokraten",9,"Kreis 6",4,4.4
1962,"LDU",15,"Kreis 6",4,14.7
1966,"SP",1,"Kreis 6",4,23.9
1966,"BGB/SVP",2,"Kreis 6",4,5.7
1966,"FDP",3,"Kreis 6",4,22.7
1966,"GPS",4,"Kreis 6",4,
1966,"GLP",5,"Kreis 6",4,
1966,"CVP/Die Mitte",6,"Kreis 6",4,13.2
1966,"AL",7,"Kreis 6",4,
1966,"EVP",8,"Kreis 6",4,7.4
1966,"Demokraten",9,"Kreis 6",4,4.9
1966,"LDU",15,"Kreis 6",4,20.5
1970,"SP",1,"Kreis 6",4,24
1970,"BGB/SVP",2,"Kreis 6",4,5.6
1970,"FDP",3,"Kreis 6",4,24.7
1970,"GPS",4,"Kreis 6",4,
1970,"GLP",5,"Kreis 6",4,
1970,"CVP/Die Mitte",6,"Kreis 6",4,13.1
1970,"AL",7,"Kreis 6",4,
1970,"EVP",8,"Kreis 6",4,11.4
1970,"Demokraten",9,"Kreis 6",4,
1970,"LDU",15,"Kreis 6",4,21.2
1974,"SP",1,"Kreis 6",4,22
1974,"BGB/SVP",2,"Kreis 6",4,4.4
1974,"FDP",3,"Kreis 6",4,23.1
1974,"GPS",4,"Kreis 6",4,
1974,"GLP",5,"Kreis 6",4,
1974,"CVP/Die Mitte",6,"Kreis 6",4,11.4
1974,"AL",7,"Kreis 6",4,
1974,"EVP",8,"Kreis 6",4,8.2
1974,"Demokraten",9,"Kreis 6",4,
1974,"LDU",15,"Kreis 6",4,15.8
1978,"SP",1,"Kreis 6",4,28.8
1978,"BGB/SVP",2,"Kreis 6",4,5
1978,"FDP",3,"Kreis 6",4,24.5
1978,"GPS",4,"Kreis 6",4,
1978,"GLP",5,"Kreis 6",4,
1978,"CVP/Die Mitte",6,"Kreis 6",4,11.8
1978,"AL",7,"Kreis 6",4,
1978,"EVP",8,"Kreis 6",4,8.1
1978,"Demokraten",9,"Kreis 6",4,
1978,"LDU",15,"Kreis 6",4,13.8
1982,"SP",1,"Kreis 6",4,26.1
1982,"BGB/SVP",2,"Kreis 6",4,5.5
1982,"FDP",3,"Kreis 6",4,29.5
1982,"GPS",4,"Kreis 6",4,2.3
1982,"GLP",5,"Kreis 6",4,
1982,"CVP/Die Mitte",6,"Kreis 6",4,11.2
1982,"AL",7,"Kreis 6",4,
1982,"EVP",8,"Kreis 6",4,7.6
1982,"Demokraten",9,"Kreis 6",4,
1982,"LDU",15,"Kreis 6",4,10.9
1986,"SP",1,"Kreis 6",4,23.6
1986,"BGB/SVP",2,"Kreis 6",4,4.4
1986,"FDP",3,"Kreis 6",4,24.4
1986,"GPS",4,"Kreis 6",4,7.2
1986,"GLP",5,"Kreis 6",4,
1986,"CVP/Die Mitte",6,"Kreis 6",4,10
1986,"AL",7,"Kreis 6",4,
1986,"EVP",8,"Kreis 6",4,6
1986,"Demokraten",9,"Kreis 6",4,
1986,"LDU",15,"Kreis 6",4,9.2
1990,"SP",1,"Kreis 6",4,29.4
1990,"BGB/SVP",2,"Kreis 6",4,5.8
1990,"FDP",3,"Kreis 6",4,22.2
1990,"GPS",4,"Kreis 6",4,8.3
1990,"GLP",5,"Kreis 6",4,
1990,"CVP/Die Mitte",6,"Kreis 6",4,8.3
1990,"AL",7,"Kreis 6",4,
1990,"EVP",8,"Kreis 6",4,4.2
1990,"Demokraten",9,"Kreis 6",4,
1990,"LDU",15,"Kreis 6",4,6.5
1994,"SP",1,"Kreis 6",4,30
1994,"BGB/SVP",2,"Kreis 6",4,11.3
1994,"FDP",3,"Kreis 6",4,22.5
1994,"GPS",4,"Kreis 6",4,6.6
1994,"GLP",5,"Kreis 6",4,
1994,"CVP/Die Mitte",6,"Kreis 6",4,5.8
1994,"AL",7,"Kreis 6",4,
1994,"EVP",8,"Kreis 6",4,3.6
1994,"Demokraten",9,"Kreis 6",4,
1994,"LDU",15,"Kreis 6",4,5.5
1998,"SP",1,"Kreis 6",4,36.1
1998,"BGB/SVP",2,"Kreis 6",4,13.9
1998,"FDP",3,"Kreis 6",4,19.9
1998,"GPS",4,"Kreis 6",4,6.6
1998,"GLP",5,"Kreis 6",4,
1998,"CVP/Die Mitte",6,"Kreis 6",4,5.4
1998,"AL",7,"Kreis 6",4,
1998,"EVP",8,"Kreis 6",4,3.5
1998,"Demokraten",9,"Kreis 6",4,
1998,"LDU",15,"Kreis 6",4,4.4
2002,"SP",1,"Kreis 6",4,37.9
2002,"BGB/SVP",2,"Kreis 6",4,14.1
2002,"FDP",3,"Kreis 6",4,15.5
2002,"GPS",4,"Kreis 6",4,10
2002,"GLP",5,"Kreis 6",4,
2002,"CVP/Die Mitte",6,"Kreis 6",4,4.9
2002,"AL",7,"Kreis 6",4,2.9
2002,"EVP",8,"Kreis 6",4,2.5
2002,"Demokraten",9,"Kreis 6",4,
2002,"LDU",15,"Kreis 6",4,
2006,"SP",1,"Kreis 6",4,35.9
2006,"BGB/SVP",2,"Kreis 6",4,14.4
2006,"FDP",3,"Kreis 6",4,16.3
2006,"GPS",4,"Kreis 6",4,12.6
2006,"GLP",5,"Kreis 6",4,3.9
2006,"CVP/Die Mitte",6,"Kreis 6",4,6.6
2006,"AL",7,"Kreis 6",4,3.4
2006,"EVP",8,"Kreis 6",4,5.1
2006,"Demokraten",9,"Kreis 6",4,
2006,"LDU",15,"Kreis 6",4,
2010,"SP",1,"Kreis 6",4,33.7
2010,"BGB/SVP",2,"Kreis 6",4,13.4
2010,"FDP",3,"Kreis 6",4,14.7
2010,"GPS",4,"Kreis 6",4,11.9
2010,"GLP",5,"Kreis 6",4,12.1
2010,"CVP/Die Mitte",6,"Kreis 6",4,5.1
2010,"AL",7,"Kreis 6",4,4.1
2010,"EVP",8,"Kreis 6",4,3.2
2010,"Demokraten",9,"Kreis 6",4,
2010,"LDU",15,"Kreis 6",4,
2014,"SP",1,"Kreis 6",4,32.9
2014,"BGB/SVP",2,"Kreis 6",4,12.2
2014,"FDP",3,"Kreis 6",4,16.6
2014,"GPS",4,"Kreis 6",4,11
2014,"GLP",5,"Kreis 6",4,12.1
2014,"CVP/Die Mitte",6,"Kreis 6",4,4.1
2014,"AL",7,"Kreis 6",4,7.3
2014,"EVP",8,"Kreis 6",4,2.4
2014,"Demokraten",9,"Kreis 6",4,
2014,"LDU",15,"Kreis 6",4,
2018,"SP",1,"Kreis 6",4,34.9
2018,"BGB/SVP",2,"Kreis 6",4,9.1
2018,"FDP",3,"Kreis 6",4,17.2
2018,"GPS",4,"Kreis 6",4,12.8
2018,"GLP",5,"Kreis 6",4,11.8
2018,"CVP/Die Mitte",6,"Kreis 6",4,3.2
2018,"AL",7,"Kreis 6",4,7.8
2018,"Demokraten",9,"Kreis 6",4,
2018,"EVP",14,"Kreis 6",4,2.1
2018,"LDU",15,"Kreis 6",4,
2022,"SP",1,"Kreis 6",4,30.84
2022,"BGB/SVP",2,"Kreis 6",4,8.28
2022,"FDP",3,"Kreis 6",4,17.3
2022,"GPS",4,"Kreis 6",4,16.01
2022,"GLP",5,"Kreis 6",4,15.12
2022,"CVP/Die Mitte",6,"Kreis 6",4,3.29
2022,"AL",7,"Kreis 6",4,6.4
2022,"EVP",8,"Kreis 6",4,2.18
2022,"Demokraten",9,"Kreis 6",4,
2022,"LDU",15,"Kreis 6",4,
1913,"SP",1,"Kreis 7 (bis 2002)",5.1,19.3
1913,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,
1913,"FDP",3,"Kreis 7 (bis 2002)",5.1,44.5
1913,"GPS",4,"Kreis 7 (bis 2002)",5.1,
1913,"GLP",5,"Kreis 7 (bis 2002)",5.1,
1913,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,6.7
1913,"AL",7,"Kreis 7 (bis 2002)",5.1,
1913,"EVP",8,"Kreis 7 (bis 2002)",5.1,
1913,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,19.5
1913,"LDU",15,"Kreis 7 (bis 2002)",5.1,
1916,"SP",1,"Kreis 7 (bis 2002)",5.1,20.8
1916,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,
1916,"FDP",3,"Kreis 7 (bis 2002)",5.1,54
1916,"GPS",4,"Kreis 7 (bis 2002)",5.1,
1916,"GLP",5,"Kreis 7 (bis 2002)",5.1,
1916,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,8.4
1916,"AL",7,"Kreis 7 (bis 2002)",5.1,
1916,"EVP",8,"Kreis 7 (bis 2002)",5.1,
1916,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,16.8
1916,"LDU",15,"Kreis 7 (bis 2002)",5.1,
1919,"SP",1,"Kreis 7 (bis 2002)",5.1,20.5
1919,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,
1919,"FDP",3,"Kreis 7 (bis 2002)",5.1,49.4
1919,"GPS",4,"Kreis 7 (bis 2002)",5.1,
1919,"GLP",5,"Kreis 7 (bis 2002)",5.1,
1919,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,8.9
1919,"AL",7,"Kreis 7 (bis 2002)",5.1,
1919,"EVP",8,"Kreis 7 (bis 2002)",5.1,
1919,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,13.3
1919,"LDU",15,"Kreis 7 (bis 2002)",5.1,
1922,"SP",1,"Kreis 7 (bis 2002)",5.1,16.3
1922,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,
1922,"FDP",3,"Kreis 7 (bis 2002)",5.1,47.3
1922,"GPS",4,"Kreis 7 (bis 2002)",5.1,
1922,"GLP",5,"Kreis 7 (bis 2002)",5.1,
1922,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,9.7
1922,"AL",7,"Kreis 7 (bis 2002)",5.1,
1922,"EVP",8,"Kreis 7 (bis 2002)",5.1,5.2
1922,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,13.4
1922,"LDU",15,"Kreis 7 (bis 2002)",5.1,
1925,"SP",1,"Kreis 7 (bis 2002)",5.1,21.3
1925,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,
1925,"FDP",3,"Kreis 7 (bis 2002)",5.1,46.3
1925,"GPS",4,"Kreis 7 (bis 2002)",5.1,
1925,"GLP",5,"Kreis 7 (bis 2002)",5.1,
1925,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,10.7
1925,"AL",7,"Kreis 7 (bis 2002)",5.1,
1925,"EVP",8,"Kreis 7 (bis 2002)",5.1,4.6
1925,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,12.5
1925,"LDU",15,"Kreis 7 (bis 2002)",5.1,
1928,"SP",1,"Kreis 7 (bis 2002)",5.1,23.7
1928,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,
1928,"FDP",3,"Kreis 7 (bis 2002)",5.1,51.1
1928,"GPS",4,"Kreis 7 (bis 2002)",5.1,
1928,"GLP",5,"Kreis 7 (bis 2002)",5.1,
1928,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,9.2
1928,"AL",7,"Kreis 7 (bis 2002)",5.1,
1928,"EVP",8,"Kreis 7 (bis 2002)",5.1,14.6
1928,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,
1928,"LDU",15,"Kreis 7 (bis 2002)",5.1,
1931,"SP",1,"Kreis 7 (bis 2002)",5.1,24.8
1931,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,
1931,"FDP",3,"Kreis 7 (bis 2002)",5.1,47.2
1931,"GPS",4,"Kreis 7 (bis 2002)",5.1,
1931,"GLP",5,"Kreis 7 (bis 2002)",5.1,
1931,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,10.2
1931,"AL",7,"Kreis 7 (bis 2002)",5.1,
1931,"EVP",8,"Kreis 7 (bis 2002)",5.1,4.7
1931,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,11.6
1931,"LDU",15,"Kreis 7 (bis 2002)",5.1,
1933,"SP",1,"Kreis 7 (bis 2002)",5.1,25.7
1933,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,5.8
1933,"FDP",3,"Kreis 7 (bis 2002)",5.1,35.7
1933,"GPS",4,"Kreis 7 (bis 2002)",5.1,
1933,"GLP",5,"Kreis 7 (bis 2002)",5.1,
1933,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,8.4
1933,"AL",7,"Kreis 7 (bis 2002)",5.1,
1933,"EVP",8,"Kreis 7 (bis 2002)",5.1,3.9
1933,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,9.5
1933,"LDU",15,"Kreis 7 (bis 2002)",5.1,
1938,"SP",1,"Kreis 7 (bis 2002)",5.1,20.9
1938,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,3.9
1938,"FDP",3,"Kreis 7 (bis 2002)",5.1,34.5
1938,"GPS",4,"Kreis 7 (bis 2002)",5.1,
1938,"GLP",5,"Kreis 7 (bis 2002)",5.1,
1938,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,8.7
1938,"AL",7,"Kreis 7 (bis 2002)",5.1,
1938,"EVP",8,"Kreis 7 (bis 2002)",5.1,2.3
1938,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,6.5
1938,"LDU",15,"Kreis 7 (bis 2002)",5.1,18.7
1942,"SP",1,"Kreis 7 (bis 2002)",5.1,16.5
1942,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,
1942,"FDP",3,"Kreis 7 (bis 2002)",5.1,34.5
1942,"GPS",4,"Kreis 7 (bis 2002)",5.1,
1942,"GLP",5,"Kreis 7 (bis 2002)",5.1,
1942,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,10.2
1942,"AL",7,"Kreis 7 (bis 2002)",5.1,
1942,"EVP",8,"Kreis 7 (bis 2002)",5.1,3.3
1942,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,6.1
1942,"LDU",15,"Kreis 7 (bis 2002)",5.1,29.4
1946,"SP",1,"Kreis 7 (bis 2002)",5.1,14.9
1946,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,5.8
1946,"FDP",3,"Kreis 7 (bis 2002)",5.1,35.8
1946,"GPS",4,"Kreis 7 (bis 2002)",5.1,
1946,"GLP",5,"Kreis 7 (bis 2002)",5.1,
1946,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,10.2
1946,"AL",7,"Kreis 7 (bis 2002)",5.1,
1946,"EVP",8,"Kreis 7 (bis 2002)",5.1,2.8
1946,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,3.3
1946,"LDU",15,"Kreis 7 (bis 2002)",5.1,20.2
1950,"SP",1,"Kreis 7 (bis 2002)",5.1,13.9
1950,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,6.5
1950,"FDP",3,"Kreis 7 (bis 2002)",5.1,36.4
1950,"GPS",4,"Kreis 7 (bis 2002)",5.1,
1950,"GLP",5,"Kreis 7 (bis 2002)",5.1,
1950,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,12
1950,"AL",7,"Kreis 7 (bis 2002)",5.1,
1950,"EVP",8,"Kreis 7 (bis 2002)",5.1,4
1950,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,3.1
1950,"LDU",15,"Kreis 7 (bis 2002)",5.1,20.7
1954,"SP",1,"Kreis 7 (bis 2002)",5.1,14.9
1954,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,6.7
1954,"FDP",3,"Kreis 7 (bis 2002)",5.1,38.4
1954,"GPS",4,"Kreis 7 (bis 2002)",5.1,
1954,"GLP",5,"Kreis 7 (bis 2002)",5.1,
1954,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,13.2
1954,"AL",7,"Kreis 7 (bis 2002)",5.1,
1954,"EVP",8,"Kreis 7 (bis 2002)",5.1,4.8
1954,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,3.4
1954,"LDU",15,"Kreis 7 (bis 2002)",5.1,15.3
1958,"SP",1,"Kreis 7 (bis 2002)",5.1,14.7
1958,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,6.1
1958,"FDP",3,"Kreis 7 (bis 2002)",5.1,39.2
1958,"GPS",4,"Kreis 7 (bis 2002)",5.1,
1958,"GLP",5,"Kreis 7 (bis 2002)",5.1,
1958,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,15.4
1958,"AL",7,"Kreis 7 (bis 2002)",5.1,
1958,"EVP",8,"Kreis 7 (bis 2002)",5.1,5.8
1958,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,2.7
1958,"LDU",15,"Kreis 7 (bis 2002)",5.1,16.1
1962,"SP",1,"Kreis 7 (bis 2002)",5.1,13.8
1962,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,7.1
1962,"FDP",3,"Kreis 7 (bis 2002)",5.1,40.8
1962,"GPS",4,"Kreis 7 (bis 2002)",5.1,
1962,"GLP",5,"Kreis 7 (bis 2002)",5.1,
1962,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,15.4
1962,"AL",7,"Kreis 7 (bis 2002)",5.1,
1962,"EVP",8,"Kreis 7 (bis 2002)",5.1,6.9
1962,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,2.2
1962,"LDU",15,"Kreis 7 (bis 2002)",5.1,12.6
1966,"SP",1,"Kreis 7 (bis 2002)",5.1,13.5
1966,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,7.2
1966,"FDP",3,"Kreis 7 (bis 2002)",5.1,40.9
1966,"GPS",4,"Kreis 7 (bis 2002)",5.1,
1966,"GLP",5,"Kreis 7 (bis 2002)",5.1,
1966,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,13.5
1966,"AL",7,"Kreis 7 (bis 2002)",5.1,
1966,"EVP",8,"Kreis 7 (bis 2002)",5.1,7
1966,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,2.4
1966,"LDU",15,"Kreis 7 (bis 2002)",5.1,13.7
1970,"SP",1,"Kreis 7 (bis 2002)",5.1,13.5
1970,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,5.7
1970,"FDP",3,"Kreis 7 (bis 2002)",5.1,38.4
1970,"GPS",4,"Kreis 7 (bis 2002)",5.1,
1970,"GLP",5,"Kreis 7 (bis 2002)",5.1,
1970,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,14.6
1970,"AL",7,"Kreis 7 (bis 2002)",5.1,
1970,"EVP",8,"Kreis 7 (bis 2002)",5.1,11.9
1970,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,
1970,"LDU",15,"Kreis 7 (bis 2002)",5.1,15.9
1974,"SP",1,"Kreis 7 (bis 2002)",5.1,14.4
1974,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,3.5
1974,"FDP",3,"Kreis 7 (bis 2002)",5.1,34.8
1974,"GPS",4,"Kreis 7 (bis 2002)",5.1,
1974,"GLP",5,"Kreis 7 (bis 2002)",5.1,
1974,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,12.6
1974,"AL",7,"Kreis 7 (bis 2002)",5.1,
1974,"EVP",8,"Kreis 7 (bis 2002)",5.1,10.9
1974,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,
1974,"LDU",15,"Kreis 7 (bis 2002)",5.1,12.1
1978,"SP",1,"Kreis 7 (bis 2002)",5.1,19.2
1978,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,3.5
1978,"FDP",3,"Kreis 7 (bis 2002)",5.1,38.1
1978,"GPS",4,"Kreis 7 (bis 2002)",5.1,
1978,"GLP",5,"Kreis 7 (bis 2002)",5.1,
1978,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,12.3
1978,"AL",7,"Kreis 7 (bis 2002)",5.1,
1978,"EVP",8,"Kreis 7 (bis 2002)",5.1,11
1978,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,
1978,"LDU",15,"Kreis 7 (bis 2002)",5.1,11.6
1982,"SP",1,"Kreis 7 (bis 2002)",5.1,16.1
1982,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,4.9
1982,"FDP",3,"Kreis 7 (bis 2002)",5.1,44
1982,"GPS",4,"Kreis 7 (bis 2002)",5.1,4.7
1982,"GLP",5,"Kreis 7 (bis 2002)",5.1,
1982,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,10.5
1982,"AL",7,"Kreis 7 (bis 2002)",5.1,
1982,"EVP",8,"Kreis 7 (bis 2002)",5.1,9.4
1982,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,
1982,"LDU",15,"Kreis 7 (bis 2002)",5.1,8.1
1986,"SP",1,"Kreis 7 (bis 2002)",5.1,15.8
1986,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,4.1
1986,"FDP",3,"Kreis 7 (bis 2002)",5.1,37.7
1986,"GPS",4,"Kreis 7 (bis 2002)",5.1,6.9
1986,"GLP",5,"Kreis 7 (bis 2002)",5.1,
1986,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,10.5
1986,"AL",7,"Kreis 7 (bis 2002)",5.1,
1986,"EVP",8,"Kreis 7 (bis 2002)",5.1,8.2
1986,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,
1986,"LDU",15,"Kreis 7 (bis 2002)",5.1,7.6
1990,"SP",1,"Kreis 7 (bis 2002)",5.1,19.4
1990,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,6.1
1990,"FDP",3,"Kreis 7 (bis 2002)",5.1,35
1990,"GPS",4,"Kreis 7 (bis 2002)",5.1,8.5
1990,"GLP",5,"Kreis 7 (bis 2002)",5.1,
1990,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,8.3
1990,"AL",7,"Kreis 7 (bis 2002)",5.1,3.4
1990,"EVP",8,"Kreis 7 (bis 2002)",5.1,6.3
1990,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,
1990,"LDU",15,"Kreis 7 (bis 2002)",5.1,6.5
1994,"SP",1,"Kreis 7 (bis 2002)",5.1,20.9
1994,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,9.5
1994,"FDP",3,"Kreis 7 (bis 2002)",5.1,37.3
1994,"GPS",4,"Kreis 7 (bis 2002)",5.1,5.7
1994,"GLP",5,"Kreis 7 (bis 2002)",5.1,
1994,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,6.8
1994,"AL",7,"Kreis 7 (bis 2002)",5.1,
1994,"EVP",8,"Kreis 7 (bis 2002)",5.1,4.6
1994,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,
1994,"LDU",15,"Kreis 7 (bis 2002)",5.1,6.1
1998,"SP",1,"Kreis 7 (bis 2002)",5.1,26.6
1998,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,14.1
1998,"FDP",3,"Kreis 7 (bis 2002)",5.1,33.1
1998,"GPS",4,"Kreis 7 (bis 2002)",5.1,7.1
1998,"GLP",5,"Kreis 7 (bis 2002)",5.1,
1998,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,6
1998,"AL",7,"Kreis 7 (bis 2002)",5.1,1.1
1998,"EVP",8,"Kreis 7 (bis 2002)",5.1,3.4
1998,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,
1998,"LDU",15,"Kreis 7 (bis 2002)",5.1,4.3
2002,"SP",1,"Kreis 7 (bis 2002)",5.1,27.8
2002,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,15.6
2002,"FDP",3,"Kreis 7 (bis 2002)",5.1,27.2
2002,"GPS",4,"Kreis 7 (bis 2002)",5.1,11.1
2002,"GLP",5,"Kreis 7 (bis 2002)",5.1,
2002,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,6.8
2002,"AL",7,"Kreis 7 (bis 2002)",5.1,2.1
2002,"EVP",8,"Kreis 7 (bis 2002)",5.1,3.6
2002,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,
2002,"LDU",15,"Kreis 7 (bis 2002)",5.1,
2006,"SP",1,"Kreis 7 (bis 2002)",5.1,
2006,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,
2006,"FDP",3,"Kreis 7 (bis 2002)",5.1,
2006,"GPS",4,"Kreis 7 (bis 2002)",5.1,
2006,"GLP",5,"Kreis 7 (bis 2002)",5.1,
2006,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,
2006,"AL",7,"Kreis 7 (bis 2002)",5.1,
2006,"EVP",8,"Kreis 7 (bis 2002)",5.1,
2006,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,
2006,"LDU",15,"Kreis 7 (bis 2002)",5.1,
2010,"SP",1,"Kreis 7 (bis 2002)",5.1,
2010,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,
2010,"FDP",3,"Kreis 7 (bis 2002)",5.1,
2010,"GPS",4,"Kreis 7 (bis 2002)",5.1,
2010,"GLP",5,"Kreis 7 (bis 2002)",5.1,
2010,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,
2010,"AL",7,"Kreis 7 (bis 2002)",5.1,
2010,"EVP",8,"Kreis 7 (bis 2002)",5.1,
2010,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,
2010,"LDU",15,"Kreis 7 (bis 2002)",5.1,
2014,"SP",1,"Kreis 7 (bis 2002)",5.1,
2014,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,
2014,"FDP",3,"Kreis 7 (bis 2002)",5.1,
2014,"GPS",4,"Kreis 7 (bis 2002)",5.1,
2014,"GLP",5,"Kreis 7 (bis 2002)",5.1,
2014,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,
2014,"AL",7,"Kreis 7 (bis 2002)",5.1,
2014,"EVP",8,"Kreis 7 (bis 2002)",5.1,
2014,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,
2014,"LDU",15,"Kreis 7 (bis 2002)",5.1,
2018,"SP",1,"Kreis 7 (bis 2002)",5.1,
2018,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,
2018,"FDP",3,"Kreis 7 (bis 2002)",5.1,
2018,"GPS",4,"Kreis 7 (bis 2002)",5.1,
2018,"GLP",5,"Kreis 7 (bis 2002)",5.1,
2018,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,
2018,"AL",7,"Kreis 7 (bis 2002)",5.1,
2018,"Demokraten",9,"Kreis 7 (bis 2002)",5.1,
2018,"EVP",14,"Kreis 7 (bis 2002)",5.1,
2018,"LDU",15,"Kreis 7 (bis 2002)",5.1,
2022,"SP",1,"Kreis 7 (bis 2002)",5.1,
2022,"BGB/SVP",2,"Kreis 7 (bis 2002)",5.1,
2022,"FDP",3,"Kreis 7 (bis 2002)",5.1,
2022,"GPS",4,"Kreis 7 (bis 2002)",5.1,
2022,"GLP",5,"Kreis 7 (bis 2002)",5.1,
2022,"CVP/Die Mitte",6,"Kreis 7 (bis 2002)",5.1,
2022,"AL",7,"Kreis 7 (bis 2002)",5.1,
2022,"EVP",8,"Kreis 7 (bis 2002)",5.1,
