,iyear,imonth,iday,country_txt,region_txt,city,latitude,longitude,summary,doubtterr,multiple,success,suicide,attacktype1_txt,attacktype2_txt,attacktype3_txt,targtype1_txt,corp1,target1,natlty1_txt,targtype2_txt,corp2,target2,natlty2_txt,targtype3_txt,corp3,target3,natlty3_txt,gname,gname2,gname3,motive,individual,nperps,nperpcap,claim2,claim3,weaptype1_txt,weaptype2_txt,weaptype3_txt,weaptype4_txt,weapdetail,nkill,nkillter,nwound,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhours,ndays,ransom,ransomamt,ransompaid,ransomnote,hostkidoutcome_txt,nreleased,,
129689,2014,4,2,Central African Republic,Sub-Saharan Africa,Ouandja,8.528065,23.250235,"04/02/2014: Assailants abducted 17 civilians in Ouandja area, Haute-Kotto province, Central African Republic. The whereabouts of the victims are unknown. No group claimed responsibility for the incident; however, sources suspected the involvement of the Lord's Resistance Army (LRA).",0,0,1,0,Hostage Taking (Kidnapping),,,Private Citizens & Property,Not Applicable,Civilians,Central African Republic,,,,,,,,,Lord's Resistance Army (LRA),,,,0,-99,0,NA,NA,Unknown,,,,,NA,0,NA,0,1,3,Minor (likely < $1 million),-99,Unspecified property was stolen in this attack.,1,17,NA,-99,0,NA,NA,,Unknown,-99,,
163619,2016,6,13,Iraq,Middle East & North Africa,Fallujah,33.349159,43.784199,"06/13/2016: Assailants opened fire on civilians fleeing Fallujah, Al Anbar, Iraq. A child was killed and his mother was injured in the assault. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",0,0,1,0,Armed Assault,,,Private Citizens & Property,Not Applicable,Civilians,Iraq,,,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,"The specific motive is unknown; however, sources stated that the victims were attempting to leave the area at the time of the attack.",0,1,0,NA,NA,Firearms,,,,,1,0,1,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
11877,1980,9,16,El Salvador,Central America & Caribbean,San Salvador,13.69288,-89.199161,,0,0,1,0,Bombing/Explosion,,,Government (Diplomatic),,U.S. Embassy,United States,,,,,,,,,Farabundo Marti National Liberation Front (FMLN),,,,0,NA,NA,NA,NA,Explosives,Explosives,Explosives,,Anti-tank rocket, Rocket propelled grenade, Rocket launchers,0,NA,0,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA
116697,2013,5,3,Pakistan,South Asia,Karachi,24.891115,67.143311,"05/03/2013: Assailants opened fire on an Awami National Party (ANP) candidate, Sadiq Zaman Khattak, as he left a mosque in Karachi city, Sindh province, Pakistan. Khattak and his son were both killed and five others were injured in the attack. The Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident.",0,0,1,0,Assassination,,,Private Citizens & Property,Awami National Party (ANP),Candidate: Sadiq Zaman Khattak,Pakistan,,,,,,,,,Tehrik-i-Taliban Pakistan (TTP),,,"Ehsanullah Ehsan, a spokesperson for the Tehrik-i-Taliban (TTP), claimed responsibility for the attack and stated that Sadiq Zaman Khattak, an Awami National Party (ANP) candidate in upcoming elections, was targeted as part of a larger campaign of violence against secular political parties by the TTP.",0,-99,0,NA,NA,Firearms,,,,,2,0,5,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
32527,1987,10,29,France,Western Europe,Santa-Reparata-di-Balagna,42.6042,8.929852,,0,1,1,0,Bombing/Explosion,,,Private Citizens & Property,,private home,Belgium,,,,,,,,,Corsican National Liberation Front (FLNC),,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,0,NA,0,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
124677,2013,12,15,Afghanistan,South Asia,Unknown,32.311872,64.811084,"12/15/2013: An explosive device detonated targeting Afghan Armed Forces in Zabul province, Afghanistan. At least one soldier was killed and three others were wounded between this and two other attacks in other provinces. This was one of seven coordinated attacks on Afghan military targets on this day, all of which used explosive devices. No group claimed responsibility for the incidents.",1,1,1,0,Bombing/Explosion,,,Military,Afghan National Army (ANA),Soldiers,Afghanistan,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Explosives,,,,,0,0,1,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
153456,2015,9,23,Tanzania,Sub-Saharan Africa,Kashfa,-1.332759,31.806125,"09/23/2015: Assailants set fire to the Living Water International Church in Kashfa village, Kagera region, Tanzania. There were no reported casualties in the attack. This was one of three incidents targeting churches in Kashfa on the same day. No group claimed responsibility for the attacks.",0,1,1,0,Facility/Infrastructure Attack,,,Religious Figures/Institutions,Living Water International Church,Church,Tanzania,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Incendiary,,,,,0,0,0,0,1,3,Minor (likely < $1 million),-99,A church was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
147415,2015,4,28,Afghanistan,South Asia,Unknown,36.717115,68.872049,"04/28/2015: Assailants destroyed a bridge in Kunduz province, Afghanistan. There were no reports of casualties in the attack. This was one of six bridges targeted in Kunduz on this date. No group claimed responsibility for the incident; however, sources attributed it to the Taliban.",0,1,1,0,Facility/Infrastructure Attack,,,Transportation,Unknown,Bridge,Afghanistan,,,,,,,,,Taliban,,,,0,-99,0,NA,NA,Unknown,,,,,0,0,0,0,1,4,Unknown,-99,A bridge was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
132033,2014,5,18,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,"05/18/2014: An explosive device detonated in western Baghdad city, Baghdad governorate, Iraq. Two people were killed and seven people were injured in the blast. No group claimed responsibility for the incident.",0,0,1,0,Bombing/Explosion,,,Private Citizens & Property,Not Applicable,Civilians,Iraq,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Explosives,,,,,2,0,7,0,-9,NA,,NA,It is unknown if any property was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
145729,2015,3,18,Pakistan,South Asia,Peshawar,34.006004,71.53743,"03/18/2015: Assailants opened fire on Sardar Khan in Peshawar city, Khyber Pakhtunkhwa province, Pakistan. Khan, a Pakistan Muslim League: Nawaz (PML-N) leader, was killed in the attack. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident.",0,0,1,0,Assassination,,,Violent Political Party,Pakistan Muslim League: Nawaz (PML-N),Local Leader: Sardar Khan,Pakistan,,,,,,,,,Tehrik-i-Taliban Pakistan (TTP),,,,0,-99,0,NA,NA,Firearms,,,,,1,0,0,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
147001,2015,4,19,Libya,Middle East & North Africa,Tripoli,32.867867,13.189067,"04/19/2015: Security forces discovered and defused an explosives-laden vehicle parked in front of a school near the Moroccan embassy in Tripoli city, Tripoli district, Libya. No group claimed responsibility for the incident.",0,0,0,0,Bombing/Explosion,,,Government (Diplomatic),Moroccan Ministry of Foreign Affairs and Cooperation,Embassy,Morocco,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Explosives,,,,Six kilograms of explosives wired to a mobile phone and placed inside a vehicle were used in the attack.,0,0,0,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
69902,2000,1,8,Iran,Middle East & North Africa,Chalfra,33.275808,46.720555,"1/8/2000:  Members of the Mujahideen-I-Khalq (MK) organization attacked the village of Chalfra, in Ilam province, Iran.  The rebels fired mortar rounds into the village.  At least three villagers were killed and four were injured, although the MKO released a statement that dozens of Iranian security forces had been killed.  On January 12, 2000, Iranian police killed three MK members trying to cross the border into Iraq; it is believed that these three members were the ones responsible for the attack on Chalfra.",0,0,1,0,Bombing/Explosion,,,Private Citizens & Property,Civilians,Civilians in Chalfra village,Iran,Military,Iranian military,Armed forces in the vicinity of Chalfra village,Iran,,,,,Mujahedin-e Khalq (MEK),,,"Specific motive is unknown, but the opposition fighters are seeking the overthrow of Iran's Islamic government",0,-99,0,NA,NA,Explosives,,,,82mm mortars,3,0,4,0,1,4,Unknown,NA,Mortar rounds were fired into a village,0,NA,NA,NA,NA,NA,NA,,,NA,,
99863,2011,1,13,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,"01/13/2011: On Thursday, in Karrada neighborhood, central Baghdad city, Baghdad province, Iraq, one improvised explosive device detonated near the Husseiniya Shiite mosque, killing one person and wounding four others. The attacks came hours after U.S. Vice President Joe Biden arrived in the capital reportedly for talks over the extension of the deadline for the withdrawal of U.S. troops from the country. This is one of three simultaneous bomb attacks targeting mosques in Baghdad. Property damages caused are unknown. No group has claimed responsibility for the attack.",0,1,1,0,Bombing/Explosion,,,Religious Figures/Institutions,Husseiniya Mosque,The target of this attack was the Husseiniya Shiite mosque.,Iraq,,,,,,,,,Unknown,,,The specific motive for the attack is unknown.,0,-99,0,NA,NA,Explosives,,,,An improvised explosive device was used in the attack.,1,0,4,0,1,3,Minor (likely < $1 million),NA,The attack caused an unknown amount of property damage to the mosque.,0,NA,NA,NA,NA,NA,NA,,,NA,,
141937,2014,12,24,Pakistan,South Asia,Quetta,30.200819,66.994354,"12/24/2014: An explosive device detonated outside a restaurant in Quetta city, Balochistan province, Pakistan. At least 27 people were injured in the blast. The Baloch Liberation Army (BLA) claimed responsibility for the incident.",0,0,1,0,Bombing/Explosion,,,Business,Unknown,Restaurant,Pakistan,Government (General),Pakistan Intelligence Community (PIC),Officials,Pakistan,,,,,Baloch Liberation Army (BLA),,,,0,-99,0,NA,NA,Explosives,,,,An explosive-rigged bicycle was used in the attack.,0,0,27,0,1,3,Minor (likely < $1 million),-99,"Multiple shops, buildings, motorcycles, rickshaws, and a restaurant were damaged in this attack.",0,NA,NA,NA,NA,NA,NA,,,NA,,
113290,2012,12,31,Pakistan,South Asia,Aka Khel,33.818195,70.644798,"12/31/2012: An explosive device struck a passenger van in the Kalanga area of Aka Khel, Federally Administered Tribal Areas, Pakistan. One person was killed and 10 others were injured in the blast. No group claimed responsibility for the incident.",0,0,1,0,Bombing/Explosion,,,Private Citizens & Property,Not Applicable,Civilians,Pakistan,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Explosives,,,,,1,0,10,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
65848,1997,7,4,Albania,Eastern Europe,Tirana,41.3275,19.818889,,0,0,0,0,Assassination,,,Government (General),,chairman of Democratic Party,Albania,,,,,,,,,Unknown,,,,0,NA,NA,NA,NA,Firearms,,,,Small caliber,0,NA,0,NA,0,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
118101,2013,6,15,India,South Asia,Bhulsumia,24.950248,86.175176,"06/15/2013: Approximately 50 assailants detonated dynamite at a government-run middle school in Bhulsumia village, Jamui district, Bihar state, India. There were no reported casualties resulting from the blast, although the building was damaged. No group claimed responsibility; however, sources attributed the incident to Maoists.",0,0,1,0,Bombing/Explosion,,,Educational Institution,Unknown,Middle School,India,,,,,,,,,Maoists,,,,0,50,0,NA,NA,Explosives,,,,Dynamite was used in the attack.,0,0,0,0,1,3,Minor (likely < $1 million),-99,A government run school was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
13480,1981,5,5,Italy,Western Europe,Milan,45.469212,9.174508,,0,0,1,0,Bombing/Explosion,,,Business,,British Chamber of Commerce,Great Britain,,,,,,,,,Red Brigades,,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,0,NA,0,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
104617,2011,12,17,Pakistan,South Asia,Turbat,25.999413,63.047451,"12/17/2011: Fahmida Qadir Bakhsh, a former member of the Pakistan Muslim League-Nawaz (PML-N), was killed in an armed assault on her home in Turbat, Balochistan, Pakistan.  No claim of responsibility was reported.  No motive for the attack has been stated.",1,0,1,0,Assassination,,,Private Citizens & Property,Civilian,Fahmida Qadir Bakhsh,Pakistan,Government (General),Former head of Pakistan Muslim League-Nawaz (PML-N),Fahmida Qadir Bakhsh,Pakistan,,,,,Unknown,,,"While no motive for this attack is known, the Pakistan Muslim League-Nawaz (PML-N) is one of the largest political parties in Pakistan and the victim is the former head of that party.",0,-99,0,NA,NA,Firearms,,,,No additional information available,1,0,0,0,0,NA,,NA,No property damage reported,0,NA,NA,NA,NA,NA,NA,,,NA,,
151990,2015,8,18,Somalia,Sub-Saharan Africa,Ceel Buur,4.684885,46.622807,"08/18/2015: Assailants attacked a military checkpoint in Ceel Buur town, Galgaduud region, Somalia. At least five civilians and four assailants were killed and an unstated number of people were injured in the ensuing clash. No group claimed responsibility; however, sources attributed the incident to Al-Shabaab.",0,0,1,0,Armed Assault,,,Military,Somali Armed Forces (SAF),Checkpoint,Somalia,Private Citizens & Property,Not Applicable,Civilians,Somalia,,,,,Al-Shabaab,,,,0,-99,0,NA,NA,Explosives,Firearms,,,Rocket-propelled grenades (RPGs) and machine guns were used in the attack.,9,4,24,NA,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
55877,1994,4,9,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,0,0,0,Bombing/Explosion,,,Police,Police,Security Patrol,Great Britain,,,,,,,,,Irish Republican Army (IRA),,,,0,NA,NA,NA,NA,Explosives,,,,Grenade - not detonated,0,NA,0,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
161867,2016,5,2,Turkey,Middle East & North Africa,Kurtun district,40.681854,39.125883,"05/02/2016: Assailants attacked the Yasmak Dam construction site in Kurtun, Gumushane, Turkey. One construction worker was wounded in the attack. No group claimed responsibility for the attack.",0,0,1,0,Armed Assault,,,Utilities,Unknown,Hydroelectric Power Plant Construction Site,Turkey,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Firearms,,,,Long-barreled firearms were used in the attack.,0,0,1,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
81948,2006,12,1,Sri Lanka,South Asia,Colombo,6.941837,79.861687,"12/01/2006: Defense Secretary Gotabhaya Rajapaksa escaped unhurt when an LTTE suicide bomber attacked his convoy at Kollupitiya, Sri Lanka, on December 1, 2006. The attack was carried out by a male suicide bomber riding a three wheeler, at 1040 hours, at the Sir James Peiris Mawatha - Anagarika Dharmapala Mawatha junction. The attack resulted in the death of two security service personnel and injured eight security forces personnel and five civilians. The attack was condemned by the international community, including the US and UK. Two suspects were arrested after investigations took place. No claim of responsibility was reported.",0,0,1,1,Bombing/Explosion,,,Government (General),Defense Ministry,Defense Secretary Gotabhaya Rajapaksa,Sri Lanka,,,,,,,,,Liberation Tigers of Tamil Eelam (LTTE),,,Political,0,NA,0,NA,NA,Explosives,,,,,7,1,8,0,1,3,Minor (likely < $1 million),NA,vehicle damage,0,NA,NA,NA,NA,NA,NA,,,NA,,
105464,2012,1,30,Iraq,Middle East & North Africa,Baqubah,33.74324,44.623825,"01/30/2012: An explosives-laden vehicle detonated near a military patrol near Baqubah city, Diyala governorate, Iraq. Three soldiers were killed and three injured in the attack. No group claimed responsibility for the incident.",1,0,1,0,Bombing/Explosion,,,Military,Iraqi Armed Forces,Patrol,Iraq,,,,,,,,,Unknown,,,"The specific motive is unknown; however, there has been a pattern of attacks on Iraqi security forces since the United States left Iraq.",0,-99,0,NA,NA,Explosives,,,,,3,0,3,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
102231,2011,7,2,Iraq,Middle East & North Africa,Ramadi,33.420948,43.295662,"07/02/2011: On Saturday morning, in the Huseiba al-Sharqiya area in Ramadi, Al Anbar, Iraq, unknown gunmen in a car opened fire on a policeman driving his car, on his way to work. The policeman was killed in the attack. No group claimed responsibility.",0,0,1,0,Armed Assault,,,Police,Iraqi Police Service (IPS),A policeman,Iraq,,,,,,,,,Unknown,,,The specific motive for the attack is unknown.,0,-99,0,NA,NA,Firearms,,,,Unknown firearms were used in the attack.,1,0,0,0,-9,NA,,NA,It is unknown if the attack caused any property damage.,0,NA,NA,NA,NA,NA,NA,,,NA,,
103982,2011,11,14,Iraq,Middle East & North Africa,Baqubah,33.74324,44.623825,"11/14/2011: Unidentified gunmen traveling in vehicle shot and injured Omar al-Dulaimi in Baquba, Diyala province, Iraq.  Omar al-Dulaimi is the head of Diyala's journalists' association.  No group claimed responsibility and specific motive is unknown.",0,0,1,0,Armed Assault,,,Journalists & Media,Journalists association,"Omar al-Dulaimi, the head of Diyala's journalists' association",Iraq,,,,,,,,,Gunmen,,,Unknown,0,-99,0,NA,NA,Firearms,,,,Firearms equipped with silencers,0,0,1,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
14269,1981,8,31,Peru,South America,Lima,-11.967368,-76.978462,,0,0,1,0,Bombing/Explosion,,,Business,,G. Berckemeyer Co. *,Peru,,,,,,,,,Shining Path (SL),,,,0,NA,NA,NA,NA,Explosives,,,,Dynamite,0,NA,0,NA,1,4,Unknown,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
109142,2012,7,4,Pakistan,South Asia,Kachlak,30.354935,66.944313,"07/04/2012: Assailants ambushed a vehicle carrying employees of the local government in Kachlak area, Balochistan province, Pakistan. Three of the vehicle's occupants died in the gunfire. Lashkar-e-Jhangvi claimed responsibility for the attack, stating that Yasin Hazara was the primary target because he had been testifying against the group's activities in court.",0,0,1,0,Assassination,,,Government (General),Government of Balochistan,Assistant Director of Local Government: Muhammad Saeed Khan,Pakistan,,,,,,,,,Lashkar-e-Jhangvi,,,"Lashkar-e-Jhangvi spokesperson, Abu Bakar, claimed responsibility for the attack and stated that Yasin Hazara was the primary target and had been killed because he had been acting as a witness in court and testifying against the group's activities.",0,-99,0,NA,NA,Firearms,,,,,3,0,0,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
112602,2012,11,25,Pakistan,South Asia,Mardan,34.200592,72.048439,"11/25/2012: A hand grenade detonated targeting a police patrol vehicle in Mardan city, Khyber Pakhtunkhwa province, Pakistan. Four officers were injured in the blast and the vehicle was damaged. No group claimed responsibility for the incident.",0,0,1,0,Bombing/Explosion,,,Police,Pakistani Police,Van,Pakistan,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Explosives,,,,,0,0,4,0,1,3,Minor (likely < $1 million),-99,A police van was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
174759,2017,5,14,Nepal,South Asia,Melung,27.511845,86.068253,"05/14/2017: Assailants attacked police personnel at polling booths in Melung, Province 3, Nepal. One person was killed and an unknown number of people were injured in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to the Unified Communist Party of Nepal (Maoist) and the Nepali Congress Party (NC).",0,0,1,0,Armed Assault,,,Police,Nepal Police,Officers: Nakul Bhujel,Nepal,Government (General),Dolakha District Government,Powati Polling Station,Nepal,,,,,Unified Communist Party of Nepal (Maoist),Nepali Congress Party (NC),,,0,-99,0,0,NA,Firearms,,,,,1,0,NA,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
62447,1996,5,21,Myanmar,Southeast Asia,Kanyutkwin,18.33997,96.491669,,0,0,1,0,Bombing/Explosion,,,Transportation,Unk,Train,Myanmar,,,,,,,,,Karen National Union,,,,0,NA,NA,NA,NA,Explosives,,,,Mine,9,NA,7,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
7524,1979,2,2,Nicaragua,Central America & Caribbean,Unknown,NA,NA,,1,0,1,0,Unknown,,,Military,National Guard,arsenal,Nicaragua,,,,,,,,,Sandinista National Liberation Front (FSLN),,,,0,NA,NA,NA,NA,Unknown,,,,,0,NA,0,NA,1,3,Minor (likely < $1 million),5000,Damages: stole pick-up truck and assorted weapons,0,NA,NA,NA,0,NA,NA,,,NA,,
146014,2015,3,25,Ukraine,Eastern Europe,Artemivsk,48.596962,37.998299,"03/25/2015: An explosive device detonated near a passenger bus in Artemivsk, Donetsk oblast, Ukraine. At least three people were killed and six others were wounded in the blast. No group claimed responsibility for the attack.",0,0,1,0,Bombing/Explosion,,,Transportation,Unknown,Bus,Ukraine,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Explosives,,,,A roadside landmine was used in the attack.,3,0,6,0,1,3,Minor (likely < $1 million),-99,A passenger bus was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
62070,1996,4,8,Colombia,South America,Unknown,NA,NA,,-9,1,1,0,Armed Assault,,,Private Citizens & Property,Unknown,Vehicle,Colombia,,,,,,,,,Left-Wing Guerrillas,,,,0,NA,NA,NA,NA,Incendiary,,,,Incendiary,0,NA,0,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
143268,2015,1,22,Yemen,Middle East & North Africa,Arhab district,15.799444,44.246389,"01/22/2015: Assailants kidnapped three members of the Arhab tribe in Al Bakol village, Arhab district, Sanaa governorate, Yemen. The whereabouts of the victims are unknown. No group claimed responsibility for the incident; however, sources attributed the abduction to Huthis.",0,0,1,0,Hostage Taking (Kidnapping),,,Private Citizens & Property,Not Applicable,Civilians,Yemen,,,,,,,,,Houthi extremists (Ansar Allah),,,,0,-99,0,NA,NA,Unknown,,,,,NA,0,NA,0,-9,NA,,NA,It is unknown if property was damaged in this attack.,1,3,NA,-99,0,NA,NA,,Unknown,-99,,
114085,2013,1,30,Thailand,Southeast Asia,Cho-airong district,6.210408,101.820757,"01/30/2013: An explosive device targeted an army ranger protecting a school in Cho Ai Rong district, Narathiwat province, Thailand. The ranger was injured. This was one of three such attacks in Narathiwat on this day, none of which were claimed.",0,1,1,0,Bombing/Explosion,,,Military,Royal Thai Army,Soldier,Thailand,Educational Institution,Ai Satier School,School,Thailand,,,,,Unknown,,,,0,-99,0,NA,NA,Explosives,,,,An explosive device hidden inside a fruit cart was used in the attack.,0,0,1,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
20663,1984,1,8,Lebanon,Middle East & North Africa,Beirut,33.888523,35.503513,,1,0,1,0,Bombing/Explosion,,,Military,,2 U.S. Helicopters of Marines,United States,,,,,,,,,Unknown,,,,0,NA,NA,NA,NA,Explosives,,,,Rocket,1,NA,2,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
94231,2009,11,3,Saudi Arabia,Middle East & North Africa,Jizan,16.893194,42.57526,"11/03/2009: On Tuesday, in Jizan, Saudi Arabia, armed assailants fired upon a Saudi Arabian border patrol, killing one guard, wounding 11 others, and damaging six vehicles. No group claimed responsibility, but it was believed that Huthis rebels were responsible.",0,0,1,0,Armed Assault,,,Military,Saudi Border Patrol,Saudi Arabian forces were targeted in the incident.,Saudi Arabia,,,,,,,,,Houthi extremists (Ansar Allah),,,The specific motive for the attack is unknown.,0,-99,0,NA,NA,Firearms,,,,Unknown firearms were used in the attack.,1,0,11,0,1,3,Minor (likely < $1 million),NA,The attack caused an unknown amount of property damage.,0,NA,NA,NA,NA,NA,NA,,,NA,,
40095,1989,10,10,Colombia,South America,Medellin,6.242026,-75.564766,,0,0,1,0,Assassination,,,Journalists & Media,El Cronista Democratic Magazine,Journalist Roberto Sarasty Obregon,Colombia,,,,,,,,,Narco-Terrorists,,,,0,NA,NA,NA,NA,Firearms,,,,Pistol,1,NA,1,NA,0,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
24791,1985,4,14,Colombia,South America,Neiva district,2.925561,-75.290777,,1,0,1,0,Armed Assault,,,Military,,Military Unit,Colombia,,,,,,,,,M-19 (Movement of April 19),,,,0,NA,NA,NA,NA,Firearms,,,,Automatic firearm,5,NA,0,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
86876,2008,5,14,India,South Asia,Panchla,22.540595,88.136459,"05/14/2008: On Wednesday morning, in an attempt to intimidate voters during West Bengal polling, West Bengal Communist Party of India (Marxist) (CPI-M) political party members and Trinamul Congress (TMC) political party supporters threw crude bombs at each other in the Panchla area of Howrah district, West Bengal province, India, injuring five people. No claim of responsibility was made for the incident.",0,1,1,0,Bombing/Explosion,,,Private Citizens & Property,Communist Party of India,Communist Party of India (Marxist) (CPI-M) political party members,India,Government (General),Trinamul Congress,Trinamul Congress (TMC) political party supporters were also targeted.,India,,,,,Unknown,,,The attack was carried out in an attempt to intimidate voters during West Bengal polling.,0,-99,0,NA,NA,Explosives,,,,A homemade bomb was used in the attack.,0,0,5,0,0,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
46539,1991,5,24,Peru,South America,Lima,-11.967368,-76.978462,,0,1,1,0,Armed Assault,,,Transportation,,City Bus,Peru,,,,,,,,,Shining Path (SL),,,,0,NA,NA,NA,NA,Incendiary,,,,Incendiary,0,NA,0,NA,1,3,Minor (likely < $1 million),30000,,0,NA,NA,NA,0,NA,NA,,,NA,,
46852,1991,6,17,Peru,South America,Lima,-11.967368,-76.978462,,0,0,1,0,Bombing/Explosion,,,Police,Police,Station in Caja de Agua area,Peru,,,,,,,,,Shining Path (SL),,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,0,NA,0,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
43654,1990,8,13,Sri Lanka,South Asia,Vavuniya District,8.738157,80.477147,,0,1,1,0,Armed Assault,,,Private Citizens & Property,,village,Sri Lanka,,,,,,,,,Liberation Tigers of Tamil Eelam (LTTE),,,,0,200,NA,NA,NA,Firearms,,,,Automatic firearm,7,NA,0,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
138064,2014,9,21,Pakistan,South Asia,Balkatar,25.974582,63.027215,"09/21/2014: Assailants attacked the convoy of Mir Yaqub Balkatari in Balkatar town, Balochistan province, Pakistan. At least 11 people, including Balkatari, a local chieftain, were killed in the assault. Baloch Liberation Front (BLF) claimed responsibility for the incident and stated that Balkatari was targeted because the group believed he was involved in involved in drug trafficking, kidnapping, robberies, and espionage of the BLF.",0,0,1,0,Armed Assault,,,Private Citizens & Property,Not Applicable,Convoy of Suspected State Agent: Mir Yaqub Balkatari,Pakistan,,,,,,,,,Baloch Liberation Front (BLF),,,The Baloch Liberation Front (BLF) claimed responsibility for the incident and stated that Mir Yaqub Balkatari was targeted because they believed he was a state agent.,0,-99,0,NA,NA,Firearms,,,,,11,NA,NA,NA,1,3,Minor (likely < $1 million),-99,Multiple vehicles were damaged and multiple weapons were stolen in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
45528,1991,2,11,Philippines,Southeast Asia,Malate,15.547892,121.085804,,0,0,1,0,Bombing/Explosion,,,Private Citizens & Property,Govt,Village (barangay) Hall,Philippines,,,,,,,,,New People's Army (NPA),,,,0,1,NA,NA,NA,Explosives,,,,Grenade,0,NA,1,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
65362,1997,5,11,Algeria,Middle East & North Africa,Medea,36.266667,2.75,,0,0,1,0,Bombing/Explosion,,,Unknown,,UNK,Algeria,,,,,,,,,Unknown,,,,0,NA,NA,NA,NA,Explosives,,,,Bombs,2,NA,11,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
86899,2008,5,15,Malaysia,Southeast Asia,Ipoh,4.611331,101.113644,"05/15/2008: On Thursday, at 0230, two homemade petrol bombs were hurled at the Wisma DAP building in Ipoh, Perak, Malaysia. The windows the bombs were thrown at were damaged. No group claimed responsibility for the attack and no casualties were reported.",0,0,1,0,Bombing/Explosion,,,Police,Wisma DAP,The Wisma DAP building,Malaysia,,,,,,,,,Unknown,,,The specific motive for the attack is unknown.,0,2,0,NA,NA,Explosives,,,,Two homemade petrol bombs were used in the attack.,0,0,0,0,1,3,Minor (likely < $1 million),NA,Windows were broken during the attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
